# E-14 one-shot source ownership map; file\tSpec ID\tevidence
ai/flow-eval/__tests__/sandbox-lifecycle.test.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/__tests__/sandbox.test.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/__tests__/scenario-schema.test.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/__tests__/swift-fixture-prep.test.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; legacy @tasks E-10, E-18; Git history non-authoritative
ai/flow-eval/__tests__/trajectory-assert.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/__tests__/trajectory.test.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/cli.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/evidence.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/judge.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/migration-grade.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/observer.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/opencode-client.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/opencode-runtime.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/prompts.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/provision.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/quality-gate.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/results-archive.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/runner.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/sandbox-lifecycle.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/scripts/__tests__/check-fixture-hygiene.test.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/scripts/__tests__/gap-e2-budget-table.test.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/scripts/__tests__/results-table.test.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/scripts/__tests__/sdd-check-baseline-compare.test.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/scripts/__tests__/verify-eval-docs.test.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/scripts/build-history-report.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/scripts/generate-sdd-check-baseline.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/scripts/prepare-swift-roundtrip.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; legacy @tasks E-18; Git history non-authoritative
ai/flow-eval/scripts/reset-ticket.py	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/scripts/results-table.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/scripts/run-sdd-check-json.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/scripts/sandbox.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/scripts/sdd-check-baseline-compare.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/scripts/sdd-check-zero-new-error.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/scripts/session-metrics.py	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/scripts/session-telemetry.py	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/scripts/upgrade-verification-tables.py	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/scripts/verify-eval-docs.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/session-directory.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/swift-fixture-prep.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; legacy @tasks E-10, E-18; Git history non-authoritative
ai/flow-eval/trajectory.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/flow-eval/types.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/__tests__/directive-tree-fixture.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/core/__tests__/parse-directive-lazy.test.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/core/__tests__/parse-directive.test.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/core/__tests__/parse-skill.test.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/core/model.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/core/parse-directive.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/core/parse-skill.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/core/resolve.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/core/scan.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/e2e/inspector.spec.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/generate.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/playwright.config.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/serve.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/web/__tests__/debug.test.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/web/__tests__/markdown.test.ts	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/web/app.js	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/web/debug.js	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/inspector/web/markdown.js	AI-SKILLS	manual responsibility: AI workflow/eval/inspector support; headerless inventory row; Git history non-authoritative
ai/kit/__tests__/amplifier-requirement-format.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/__tests__/assurance-wording-not-overpromised.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/__tests__/audit-halt-activation.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/__tests__/audit-mechanical-check-coverage.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/__tests__/axiom-home.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; legacy @tasks T-B6-18; Git history non-authoritative
ai/kit/__tests__/back-sync-not-promised.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/__tests__/build-directives.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; legacy @tasks DA-lazy-asm; Git history non-authoritative
ai/kit/__tests__/check-directives-fresh.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/__tests__/critic-confusion-triage.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; legacy @tasks T-B6-23; Git history non-authoritative
ai/kit/__tests__/cwd-independence.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; legacy @tasks T-B6-09; Git history non-authoritative
ai/kit/__tests__/delta-assembly.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/__tests__/deps.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/__tests__/directive-activation-announcement.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/__tests__/directive-markup-contract.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; legacy @tasks T-B6-15; Git history non-authoritative
ai/kit/__tests__/file-ownership-consumers.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/__tests__/lazy-assembly.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; legacy @tasks DA-lazy-asm; Git history non-authoritative
ai/kit/__tests__/lint-axioms.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/__tests__/render.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; legacy @tasks ai-kit-templating; Git history non-authoritative
ai/kit/__tests__/review-critic-bounds.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; legacy @tasks T-B6-03, ISS-10, T-B6-05; Git history non-authoritative
ai/kit/__tests__/scale-express-authoring.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; legacy @tasks V14-1; Git history non-authoritative
ai/kit/__tests__/skeleton-package-binding.e2e.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; legacy @tasks DA-lazy-asm; Git history non-authoritative
ai/kit/__tests__/skeleton-package-binding.guard.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; legacy @tasks DA-lazy-asm; Git history non-authoritative
ai/kit/__tests__/skeleton-parity.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/__tests__/skills-home-path.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/__tests__/stateless-sdd-flow-contract.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/__tests__/step-budget-gate.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; legacy @tasks DA-lazy-asm; Git history non-authoritative
ai/kit/__tests__/v1-skill-names-as-triggers.test.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/audit-axiom-activation.mjs	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/audit-contract-activation.mjs	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/audit-halt-activation.mjs	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/audit-halt-fragments.mjs	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/build-directives.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/check-directives-fresh.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/delta-assembly.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/demo/indent-check.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/demo/render-demo.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/directive-assembly-marker.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/lazy-assembly.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; legacy @tasks DA-lazy-asm; Git history non-authoritative
ai/kit/lint-axioms.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/render.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; headerless inventory row; Git history non-authoritative
ai/kit/step-budget-gate.ts	AI-SKILLS-DIRECTIVE-ASSEMBLY	manual responsibility: directive assembly kit; legacy @tasks DA-lazy-asm; Git history non-authoritative
cli/__tests__/directive-tool-contract/directive-tool-contract.test.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/__tests__/directive-tool-contract/fixture.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/__tests__/directive-tool-contract/parse-tool-calls.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/__tests__/e2e/real-toolchain.e2e.test.ts	CLI-E2E	canonical CLI e2e boundary plus sibling @spec/spec inventory; headerless inventory row; Git history non-authoritative
cli/__tests__/e2e/sdd-extract.e2e.test.ts	CLI-E2E	canonical CLI e2e boundary plus sibling @spec/spec inventory; headerless inventory row; Git history non-authoritative
cli/__tests__/sdd-command-navigation.test.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/__tests__/tool-behavior/bootstrap-path.test.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/__tests__/tool-behavior/bootstrap-ticket-lifecycle.test.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/__tests__/tool-behavior/capability-provider-fixture.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/__tests__/tool-behavior/clean-repo-composition.test.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/__tests__/tool-behavior/draft60-capability-boundary.regression.test.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/__tests__/tool-behavior/fixture.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/__tests__/tool-behavior/run-cli.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/__tests__/tool-behavior/sdd-state.test.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/__tests__/tool-behavior/sdd-task.test.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/__tests__/tool-behavior/sdd-v2-rc-composition.test.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/__tests__/tool-behavior/sdd-verify-repair-adapters.test.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/__tests__/tool-behavior/sdd-verify-stack-config.test.ts	CLI	manual responsibility: CLI composition/shared infrastructure; legacy @tasks V-07; Git history non-authoritative
cli/__tests__/tool-behavior/sdd-verify.test.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/__tests__/tool-behavior/testcov.test.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/__tests__/tool-behavior/verify.test.ts	CLI	manual responsibility: CLI composition/shared infrastructure; headerless inventory row; Git history non-authoritative
cli/cmd/_shared/__tests__/update-check-worker.test.ts	CLI	manual responsibility: shared/VCS CLI command surface; legacy @tasks UC-tests; Git history non-authoritative
cli/cmd/_shared/__tests__/update-check.test.ts	CLI	manual responsibility: shared/VCS CLI command surface; legacy @tasks UC-tests; Git history non-authoritative
cli/cmd/_shared/create-vcs-client.ts	CLI	manual responsibility: shared/VCS CLI command surface; legacy @tasks CLI-vcs-ctx; Git history non-authoritative
cli/cmd/_shared/log-filter.ts	CLI	manual responsibility: shared/VCS CLI command surface; legacy @tasks CLI-jobs; Git history non-authoritative
cli/cmd/_shared/prompt/io/load-agent-template.io.ts	CLI	manual responsibility: shared/VCS CLI command surface; headerless inventory row; Git history non-authoritative
cli/cmd/_shared/prompt/logic/build-ai-first-knowledge-block.logic.ts	CLI	manual responsibility: shared/VCS CLI command surface; headerless inventory row; Git history non-authoritative
cli/cmd/_shared/prompt/logic/build-ai-verify-placeholders.logic.ts	CLI	manual responsibility: shared/VCS CLI command surface; headerless inventory row; Git history non-authoritative
cli/cmd/_shared/prompt/logic/verify-commands/resolve-verify-commands.logic.ts	CLI	manual responsibility: shared/VCS CLI command surface; headerless inventory row; Git history non-authoritative
cli/cmd/_shared/update-check-worker.ts	CLI	manual responsibility: shared/VCS CLI command surface; legacy @tasks UC-notify; Git history non-authoritative
cli/cmd/_shared/update-check.ts	CLI	manual responsibility: shared/VCS CLI command surface; legacy @tasks UC-notify; Git history non-authoritative
cli/cmd/agent-mon/help.ts	AGENT-MON-CLI	manual responsibility: agent-mon CLI composition; headerless inventory row; Git history non-authoritative
cli/cmd/cat/__tests__/cat-url.test.ts	CLI-CAT	canonical CLI command boundary plus sibling @spec/spec inventory; legacy @tasks CAT-mr-url; Git history non-authoritative
cli/cmd/cat/cat-url.fn.ts	CLI-CAT	canonical CLI command boundary plus sibling @spec/spec inventory; legacy @tasks CAT-mr-url; Git history non-authoritative
cli/cmd/cat/cat.cmd.ts	CLI-CAT	canonical CLI command boundary plus sibling @spec/spec inventory; legacy @tasks CAT-mr-url; Git history non-authoritative
cli/cmd/cat/help.ts	CLI-CAT	canonical CLI command boundary plus sibling @spec/spec inventory; legacy @tasks CAT-mr-url; Git history non-authoritative
cli/cmd/cat/index.ts	CLI-CAT	canonical CLI command boundary plus sibling @spec/spec inventory; legacy @tasks CAT-mr-url; Git history non-authoritative
cli/cmd/commit/commit.cmd.ts	CLI	manual responsibility: shared/VCS CLI command surface; headerless inventory row; Git history non-authoritative
cli/cmd/commit/help.ts	CLI	manual responsibility: shared/VCS CLI command surface; headerless inventory row; Git history non-authoritative
cli/cmd/commit/index.ts	CLI	manual responsibility: shared/VCS CLI command surface; headerless inventory row; Git history non-authoritative
cli/cmd/help/__tests__/command-name-disambiguation.test.ts	CLI-HELP	canonical CLI command boundary plus sibling @spec/spec inventory; headerless inventory row; Git history non-authoritative
cli/cmd/inbox-context/__tests__/inbox-context-test-isolation.test-helper.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; headerless inventory row; Git history non-authoritative
cli/cmd/inbox-context/help.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; headerless inventory row; Git history non-authoritative
cli/cmd/inbox-context/inbox-context-cmd-config.test.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; legacy @tasks CLI-mrcreate; Git history non-authoritative
cli/cmd/inbox-context/inbox-context-cmd.test.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; legacy @tasks CLI-reg-vcs; Git history non-authoritative
cli/cmd/inbox-context/inbox-context.cmd.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; legacy @tasks TSK-AI-16, CLI-discuss, TSK-95, CLI-mrcreate, CLI-reg-vcs; Git history non-authoritative
cli/cmd/inbox-context/inbox-context.test.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; legacy @tasks CLI-discuss; Git history non-authoritative
cli/cmd/inbox-context/index.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; legacy @tasks TSK-AI-16; Git history non-authoritative
cli/cmd/inbox-eval/inbox-eval.cmd.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; legacy @tasks TSK-119; Git history non-authoritative
cli/cmd/inbox-eval/index.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; legacy @tasks TSK-119; Git history non-authoritative
cli/cmd/inbox-review-plan/inbox-review-plan.cmd.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; legacy @tasks TSK-102, TSK-103, TSK-113, TSK-122, TSK-134; Git history non-authoritative
cli/cmd/inbox-review-plan/inbox-review-plan.test.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; legacy @tasks TSK-102, TSK-103, TSK-134; Git history non-authoritative
cli/cmd/inbox-review-plan/index.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; legacy @tasks TSK-102; Git history non-authoritative
cli/cmd/inbox/_core/logic/build-inbox-context.logic.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; legacy @tasks CLI-mrcreate; Git history non-authoritative
cli/cmd/inbox/_core/logic/build-inbox-view.logic.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; headerless inventory row; Git history non-authoritative
cli/cmd/inbox/_core/logic/build-inbox-view.test.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; headerless inventory row; Git history non-authoritative
cli/cmd/inbox/_core/logic/classify-inbox.logic.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; legacy @tasks CLI-reg-vcs; Git history non-authoritative
cli/cmd/inbox/_core/logic/classify-inbox.test.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; headerless inventory row; Git history non-authoritative
cli/cmd/inbox/_core/logic/classify-mr-stage.logic.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; headerless inventory row; Git history non-authoritative
cli/cmd/inbox/_core/logic/classify-mr-stage.test.ts	AGENT-INBOX	manual responsibility: inbox command belongs to agent-inbox scope; headerless inventory row; Git history non-authoritative
